id,date,barangay,crime_type,crime_count,latitude,longitude
964,2020-12-15,MATINA PANGI,Illegal Drugs,5,7.116788684212593,125.62458261257456
965,2022-04-05,TUNGKALAN,Robbery,1,7.08660812103121,125.54478037069846
966,2021-01-03,"MAGTUOD (BRGY IS NOW UNDER ps 16, DCPO)",Physical Injury,3,7.106701814939485,125.46480943211793
967,2024-02-05,VICENTE HIZON SR.,Illegal Drugs,1,7.215713771555274,125.69018135711109
968,2020-05-31,"BAGO GALLERA (BRGY IS NOW UNDER PS 17, DCPO)",Illegal Drugs,3,7.0891365146869525,125.61453750594507
969,2022-10-19,"MATINA APLAYA (BRGY UNDER PS 15, DCPO)",Murder,4,7.169921392089069,125.68714044976194
970,2024-12-06,76-A (BUCANA),Hacking,4,7.14281512065973,125.5281315136081
971,2020-11-15,"AQUINO (BRGY IS NOW UNDER PS 18, DCPO)",Phishing,4,7.199101349608794,125.54253010220752
972,2024-07-31,MAGSAYSAY,Assault,5,7.281048921797427,125.66938656485551
973,2024-12-20,"TALANDANG (BRGY IS NOW UNDER PS 20, DCPO)",Homicide,4,7.219771629163075,125.55751480207363
974,2020-04-19,SASA,Assault,3,7.064482113577227,125.6121836735717
975,2020-04-11,BAO JOAQUIN,Cyber Fraud,5,7.009354940518385,125.47565186324866
976,2020-01-03,PAMPANGA,Cyber Fraud,2,7.078679213289948,125.5340179406108
977,2021-01-23,TIBUNGCO,Phishing,1,7.178523379210076,125.43703495974312
978,2021-11-15,"TAGURANO (BRGY IS NOW UNDER PS 19, DCPO)",Hacking,4,7.015427744045275,125.4617940107631
979,2022-04-20,CAWAYAN,Vandalism,1,7.1489098741603705,125.40028302458029
980,2023-04-05,SANTO NINO,Vandalism,1,7.179052854675066,125.4117795154946
981,2020-02-16,BAGANIHAN,Hacking,2,7.1002731672450885,125.69318514695308
982,2024-04-25,NEW VALENCIA,Carnapping,1,7.231273661123747,125.47270610854103
983,2023-12-10,TIBUNGCO,Phishing,2,7.0319794759401315,125.5989932128512
984,2024-02-18,"TIBULOY (BRGY IS NOW UNDER PS 19, DCPO)",Theft,2,7.022541334520743,125.65172990963988
985,2020-09-26,CAWAYAN,Theft,4,7.218456626861081,125.56519813777098
986,2024-10-06,DALIAO,Carnapping,2,7.148647394861859,125.44594335002519
987,2020-01-15,BARANGAY 13-B,Assault,1,7.206520718928321,125.61843493120085
988,2024-10-17,"LAPU-LAPU(BRGY IS NOW UNDER PS 18, DCPO)",Vandalism,3,7.130448201581124,125.58007542302988
989,2024-01-06,BARANGAY 22-C,Illegal Drugs,2,7.073920609971732,125.61937517680421
990,2020-11-08,MALABOG,Cyber Fraud,5,7.24573069530226,125.63092398685713
991,2023-03-31,TALOMO (POB.),Carnapping,1,7.239824763690693,125.69262311030543
992,2020-04-27,BANTOL,Cyber Fraud,4,7.208408941256328,125.57206898400801
993,2024-12-29,"MATINA CROSSING (BRGY IS NOW UNDER PS 15, DCPO)",Carnapping,5,7.081643541168988,125.50249233380718
994,2023-05-01,"CATALUNAN PEQUENO (BRGY IS NOW UNDER ps 17, DCPO)",Vandalism,3,7.177069200060726,125.59453936707007
995,2020-02-13,SUAWAN (TULI),Online Scam,5,7.108292169082008,125.4205322127728
996,2022-06-26,BANTOL,Physical Injury,4,7.027474621997991,125.66921919549648
997,2024-11-09,MAPI-ILA,Physical Injury,5,7.275194072638673,125.43581430340146
998,2021-03-11,"AGDAO PROPER (BRGY IS NOW UNDER PS 18, DCPO)",Assault,3,7.041045589275688,125.49835285136575
999,2020-04-17,"TOMAS MONTEVERDE, SR. (BRGY IS NOW UNDER PS 18, DCPO)",Illegal Drugs,4,7.285071206146241,125.64472361418784
1000,2022-08-27,CAWAYAN,Vandalism,2,7.133801731887386,125.57919371349922
1001,2023-09-13,TALOMO (POB.),Vandalism,2,7.055539878651586,125.51809065608323
1002,2020-08-26,LUBOGAN,Theft,2,7.1625702842135075,125.5420306978125
1003,2023-11-17,SAN ISIDRO,Vandalism,5,7.261883750762922,125.65636421796066
1004,2020-12-07,BAYABAS,Illegal Drugs,5,7.219667465922869,125.50200131581798
1005,2020-03-25,"MATINA CROSSING (BRGY IS NOW UNDER PS 15, DCPO)",Carnapping,5,7.241968344358435,125.66089490544366
1006,2022-11-12,MINTAL,Theft,2,7.197635010013215,125.42644032929302
1007,2020-03-09,76-A (BUCANA),Assault,1,7.207682969355355,125.6330395311626
1008,2024-05-08,"BAGO APLAYA (BRGY IS NOW UNDER PS 17, DCPO)",Carnapping,3,7.2547586954695955,125.65426428991643
1009,2022-02-21,SUAWAN (TULI),Hacking,1,7.0749004026577555,125.4545452958512
1010,2021-10-19,"BAO ESCUELA (BRGY IS NOW UNDER PS 20, DCPO)",Identity Theft,4,7.146827489092942,125.52910395971166
1011,2021-03-18,MAPI-ILA,Theft,5,7.066362832545881,125.4496499323991
1012,2024-04-08,RIVERSIDE,Theft,3,7.296300402398994,125.61198123869826
1013,2023-10-26,"ANGALAN (BRGY IS NOW UNDER PS 20, DCPO)",Phishing,1,7.283217801905984,125.5606043304185
1014,2024-06-12,"TOMAS MONTEVERDE, SR. (BRGY IS NOW UNDER PS 18, DCPO)",Theft,4,7.011828043410552,125.5905970040125
1015,2022-10-30,LIZADA,Online Scam,2,7.211672551754706,125.45894609008687
1016,2022-03-17,COMMUNAL,Identity Theft,2,7.2775744952247,125.46352375861574
1017,2020-04-13,TAMAYONG,Vandalism,2,7.0541726035382,125.41244919765298
1018,2022-06-20,MARILOG,Vandalism,4,7.1703835691657885,125.49662026055873
1019,2022-06-25,ULAS,Hacking,5,7.274646489276412,125.56792339840011
1020,2020-09-30,SANTO NINO,Identity Theft,2,7.01018379357574,125.6573804741992
1021,2021-11-06,"TIBULOY (BRGY IS NOW UNDER PS 19, DCPO)",Murder,2,7.2092260801740515,125.60007823423761
1022,2021-12-25,BARANGAY 13-B,Vandalism,4,7.089204702211765,125.53061889701993
1023,2023-09-10,TACUNAN,Hacking,5,7.277318858612959,125.68593603431825
1024,2021-03-05,BARANGAY 38-D (OB.),Identity Theft,3,7.2913174735496105,125.61577356017276
1025,2022-09-27,BARANGAY 13-B,Identity Theft,5,7.28327994673403,125.67904956085877
1026,2021-08-23,CABANTIAN,Cyber Fraud,5,7.142264264997239,125.55827639198165
1027,2024-08-05,SIRIB,Homicide,5,7.258612795296794,125.47767128243795
1028,2022-04-14,MARILOG,Online Scam,5,7.253364819560521,125.41584800590942
1029,2024-03-27,"BARANGAY 8-A (POB.) (BRGY UNDER ps 14, DCPO)",Vandalism,2,7.095730141972977,125.61782545544516
1030,2024-11-03,GUMITAN,Online Scam,1,7.248674642245203,125.43639089940167
1031,2022-08-29,TAMBOBONG,Murder,2,7.011102290414648,125.4908325384816
1032,2022-08-26,MABUHAY,Illegal Drugs,1,7.178880963544616,125.55974127236517
1033,2023-02-03,"MATINA APLAYA (BRGY UNDER PS 15, DCPO)",Physical Injury,5,7.06900265118631,125.56932497633393
1034,2022-10-12,CATALUNAN GRANDE,Identity Theft,4,7.036170065733184,125.58017495909614
1035,2021-05-07,PAMPANGA,Cyber Fraud,5,7.023085960488762,125.44987659910491
1036,2022-06-08,SALUMAY,Cyber Fraud,3,7.208886632763442,125.5139212214465
1037,2024-07-10,MALABOG,Vandalism,2,7.10196248913042,125.58515826813509
1038,2023-08-16,BAO JOAQUIN,Vandalism,2,7.217430031458628,125.69094565939014
1039,2020-07-17,SALOY,Identity Theft,5,7.0196069022396825,125.6182893413099
1040,2024-01-08,"TIBULOY (BRGY IS NOW UNDER PS 19, DCPO)",Vandalism,4,7.094587101349183,125.6767811271282
1041,2020-07-07,"CATIGAN (BRGY IS NOW UNDER ps 19, DCPO)",Vandalism,4,7.161847387712601,125.62866361749425
1042,2024-06-27,MARILOG,Theft,4,7.237216949451689,125.57751509066773
1043,2023-05-18,GUMALANG,Illegal Drugs,3,7.095625750879621,125.45760701074092
1044,2021-05-06,"MANUEL GUIANGA (BRGY IS NOW UNDER PS 20, DCPO)",Phishing,5,7.187767412931103,125.60000569556776
1045,2021-07-19,BUNAWAN (POB.),Cyberbullying,4,7.265793324470856,125.58701386978798
1046,2023-12-24,"WAAN (BRGY UNDER ps 13, DCPO)",Murder,3,7.184758956454691,125.58074075113718
1047,2021-08-25,SUAWAN (TULI),Homicide,2,7.06988784242609,125.54693576039648
1048,2022-12-14,"MATINA APLAYA (BRGY UNDER PS 15, DCPO)",Online Scam,3,7.007320234466961,125.55859698119679
1049,2020-05-13,"TOMAS MONTEVERDE, SR. (BRGY IS NOW UNDER PS 18, DCPO)",Hacking,4,7.261029662170278,125.50033275813544
1050,2021-07-27,BAGANIHAN,Phishing,4,7.006380823255117,125.5557938077927
1051,2022-05-15,"BARANGAY 10-A (BRGY UNDER ps 14, DCPO)",Illegal Drugs,3,7.26241050180526,125.45926677170355
1052,2024-03-02,LUBOGAN,Hacking,1,7.158681140208164,125.64155231920812
1053,2023-09-21,TAMBOBONG,Physical Injury,2,7.281720309553869,125.45573308640962
1054,2022-06-16,CABANTIAN,Online Scam,5,7.2396349707321,125.42548988696684
1055,2024-12-26,BARANGAY 39-D (POB.),Phishing,1,7.299380233160001,125.53087380790716
1056,2023-08-08,MULIG,Homicide,5,7.105213544635513,125.59749223185182
1057,2020-07-24,VICENTE HIZON SR.,Phishing,4,7.230156486679338,125.53131504748006
1058,2021-10-18,40-D BOLTON ISLA,Hacking,1,7.120579274082773,125.4830262395854
1059,2020-04-12,ULAS,Identity Theft,3,7.1439626860911725,125.56745135516714
1060,2022-03-26,MAHAYAG,Theft,4,7.188251638965511,125.50410070062367
1061,2020-08-15,"CATIGAN (BRGY IS NOW UNDER ps 19, DCPO)",Cyberbullying,4,7.262103134255901,125.679860307038
1062,2021-11-12,"AQUINO (BRGY IS NOW UNDER PS 18, DCPO)",Vandalism,4,7.295225040759789,125.67679354188107
1063,2021-10-24,LUBOGAN,Robbery,5,7.230482024159356,125.55071154599163
1064,2024-10-05,BARANGAY 3-A (POB.),Vandalism,4,7.1253300346502,125.49836519820548
1065,2024-07-10,BARANGAY 23-C,Identity Theft,1,7.126407100683121,125.62113972418699
1066,2020-12-18,TIGATTO,Assault,5,7.221274690476667,125.41101388304493
1067,2023-12-01,76-A BUCANA,Hacking,1,7.071633143730491,125.5424307018131
1068,2024-10-10,"AQUINO (BRGY IS NOW UNDER PS 18, DCPO)",Online Scam,2,7.033142233939419,125.50089701828111
1069,2022-02-03,TUNGKALAN,Vandalism,3,7.106386647292233,125.67616076553077
1070,2022-06-28,FATIMA (BENOWANG),Assault,2,7.0861716974962246,125.40360090818182
1071,2022-02-06,TIBUNGCO,Hacking,3,7.088892436136797,125.5658444627155
1072,2023-08-04,SALOY,Hacking,2,7.0700823253149725,125.62219907432
1073,2024-06-18,PANACAN,Theft,4,7.012627956890909,125.54550539625721
1074,2022-08-18,MAPI-ILA,Physical Injury,1,7.005362180420025,125.42562090904882
1075,2023-02-24,CALINAN (POB.),Hacking,5,7.296316716920809,125.69173841700837
1076,2023-07-06,ILANG,Illegal Drugs,4,7.128331940120758,125.55540312941284
1077,2020-02-29,"TALANDANG (BRGY IS NOW UNDER PS 20, DCPO)",Carnapping,3,7.115297994147904,125.5842558732957
1078,2020-08-19,"BAGO GALLERA (BRGY IS NOW UNDER PS 17, DCPO)",Online Scam,1,7.203894184807921,125.47098293481226
1079,2024-04-26,BARANGAY 37-D,Illegal Drugs,5,7.065476166359519,125.54504942553204
1080,2021-03-24,"AGDAO PROPER (BRGY IS NOW UNDER PS 18, DCPO)",Physical Injury,2,7.284988355185067,125.5287448475875
1081,2023-01-14,SALUMAY,Hacking,3,7.235903504324665,125.4224687526006
1082,2020-07-11,76-A BUCANA,Phishing,5,7.026823300693678,125.43184810606425
1083,2024-04-08,TIGATTO,Theft,4,7.125274232735478,125.65124175588564
1084,2024-11-23,BARANGAY 13-B,Carnapping,1,7.2637354922686495,125.47194598566197
1085,2024-05-07,MALAGOS,Hacking,5,7.283419606687423,125.4584874814496
1086,2024-06-26,BAGANIHAN,Phishing,5,7.140220453374961,125.55147343537504
1087,2023-07-25,ALAMBRE,Hacking,3,7.184023416763212,125.63062413940875
1088,2023-04-03,"CENTRO (SAN JUAN) (BRGY IS NOW UNDER PS 18, DCPO)",Cyberbullying,4,7.050110183827623,125.41858395557371
1089,2020-02-22,TORII (POB.),Assault,4,7.297350587841093,125.57304237589148
1090,2021-07-24,CARMEN,Phishing,4,7.069501510415033,125.43576313285217
1091,2020-08-08,TAMAYONG,Carnapping,5,7.282819532240538,125.41093831524769
1092,2024-06-02,"WAAN (BRGY UNDER ps 13, DCPO)",Cyber Fraud,4,7.19489399469771,125.41582318564868
1093,2021-02-04,TIBUNGCO,Physical Injury,1,7.182321038463658,125.65024923246254
1094,2022-07-31,MARAPANGI,Murder,4,7.153806553304952,125.43539174508842
1095,2024-06-16,"TOMAS MONTEVERDE, SR. (BRGY IS NOW UNDER PS 18, DCPO)",Phishing,2,7.069200943515328,125.41354540932369
1096,2022-10-20,BINUGAO,Homicide,4,7.052958409601652,125.53136996614288
1097,2022-11-25,"CENTRO (SAN JUAN) (BRGY IS NOW UNDER PS 18, DCPO)",Illegal Drugs,5,7.0661458627210525,125.65319804158261
1098,2020-06-02,BARANGAY 28-C,Vandalism,1,7.055931478643276,125.47872251294679
1099,2022-11-20,SALUMAY,Physical Injury,5,7.233875342070026,125.52651378525778
1100,2024-01-20,MARAPANGI,Robbery,1,7.105037577750019,125.41197675976913
1101,2023-03-11,BARANGAY 32-D,Homicide,5,7.017352802969019,125.53472355424047
1102,2024-04-19,SALAPAWAN,Illegal Drugs,1,7.290730789042243,125.57328392419114
1103,2021-02-21,TORII (POB.),Assault,2,7.265135765489028,125.57127211612564
1104,2024-12-03,EDEN,Online Scam,1,7.278325684958563,125.49972800765231
1105,2023-11-21,MATINA PANGI,Identity Theft,5,7.298472346793931,125.49465995419895
1106,2021-03-03,"BAO ESCUELA (BRGY IS NOW UNDER PS 20, DCPO)",Robbery,3,7.0521685747658465,125.43198708568099
1107,2023-09-01,WANGAN,Phishing,1,7.118872605670798,125.51003949619388
1108,2020-08-27,GUMITAN,Carnapping,4,7.2274715427112275,125.4298484006619
1109,2023-11-15,BUDA,Murder,3,7.208806185416138,125.62997878341362
1110,2023-01-17,LASANG,Assault,4,7.046168771901956,125.68988228932446
1111,2024-07-02,NEW VALENCIA,Robbery,2,7.244749937497185,125.69102233700002
1112,2023-12-07,LASANG,Homicide,3,7.067332171550998,125.65952132981262
1113,2024-10-08,BINUGAO,Identity Theft,1,7.067145284446787,125.58023764480188
1114,2022-05-13,BARANGAY 2-A (POB.),Robbery,3,7.161092326868024,125.61025970917316
1115,2023-05-22,"MANDUG (BRGY UNDER PS 13, DCPO)",Online Scam,4,7.1778819804525105,125.48556174080413
1116,2023-11-13,ULAS,Theft,4,7.1740258623513435,125.58923112605179
1117,2023-07-05,76-A (BUCANA),Murder,5,7.027446051219327,125.53669486483197
1118,2022-04-28,"INDANGAN (BRGY UNDER PS 13, DCPO)",Cyber Fraud,2,7.263238258789114,125.54460520193308
1119,2022-06-20,BAYABAS,Robbery,3,7.0796800127766115,125.62733296811255
1120,2020-12-16,"AGDAO PROPER (BRGY IS NOW UNDER PS 18, DCPO)",Murder,4,7.0388544763848415,125.48457550667918
1121,2021-12-28,ULAS,Illegal Drugs,5,7.266624423960693,125.49541188350837
1122,2024-04-27,"MATINA APLAYA (BRGY UNDER PS 15, DCPO)",Phishing,1,7.286695449468926,125.67739253733859
1123,2020-08-26,"BARANGAY 19-B (POB.) (BRGY UNDER ps 14, DCPO)",Murder,1,7.258638285179635,125.4168672884553
1124,2021-02-24,LAMANAN,Online Scam,4,7.242854822417463,125.545690289524
1125,2024-04-21,BARANGAY 3-A (POB.),Cyberbullying,1,7.196572594191706,125.67384024012236
1126,2024-12-23,"AGDAO PROPER (BRGY IS NOW UNDER PS 18, DCPO)",Phishing,1,7.165257211182742,125.58310890234546
1127,2022-06-23,BAGUIO PROPER,Cyberbullying,5,7.026096027973423,125.56392212226365
1128,2024-12-29,GUMITAN,Cyber Fraud,1,7.12253596392121,125.47492325376881
1129,2021-09-13,76-A (BUCANA),Robbery,3,7.111806555103694,125.50298264671935
1130,2023-10-20,TALOMO RIVER,Homicide,3,7.077926135128098,125.65561452474141
1131,2022-01-17,GUMITAN,Murder,3,7.217026034106575,125.56776543953055
1132,2021-02-03,BARANGAY 37-D,Vandalism,2,7.1487627205236315,125.55442265812704
1133,2023-10-08,BARANGAY 32-D,Cyberbullying,3,7.024313864772294,125.42987391406201
1134,2021-09-19,MARILOG,Robbery,4,7.066054960584943,125.40480844693654
1135,2020-07-20,BARANGAY 32-D,Hacking,4,7.204977629097879,125.68910555660612
1136,2024-09-22,ILANG,Identity Theft,1,7.02283925784709,125.51309585018606
1137,2023-08-27,"BARANGAY 8-A (POB.) (BRGY UNDER ps 14, DCPO)",Identity Theft,4,7.255362074214631,125.58096391862985
1138,2020-07-31,"CATIGAN (BRGY IS NOW UNDER ps 19, DCPO)",Identity Theft,3,7.1485439581041925,125.42391452195619
1139,2024-06-11,COMMUNAL,Vandalism,1,7.144175973197994,125.60493428571692
1140,2024-10-15,MAPI-ILA,Vandalism,3,7.177722335397855,125.6797700126118
1141,2023-03-30,GUMALANG,Online Scam,4,7.247404289777545,125.57269957589924
1142,2022-02-15,DALIAO,Carnapping,2,7.104342762370658,125.43783459671263
1143,2024-10-21,"SAN ANTONIO (BRGY IS NOW UNDER PS 18, DCPO)",Cyberbullying,2,7.203404845767719,125.57451645824204
1144,2021-02-06,BARANGAY 14-B,Assault,5,7.1697195891987375,125.6299041639314
1145,2022-08-10,SALOY,Theft,3,7.080108481050827,125.52192496097221
1146,2023-12-06,"DUTERTE (BRGY IS NOW UNDER PS 18, DCPO)",Robbery,5,7.263588995906547,125.66395132438244
1147,2024-02-19,PAQUIBATO (POB.),Robbery,2,7.239227806482078,125.59460488600722
1148,2022-01-21,MATINA PANGI,Cyber Fraud,1,7.197535550397528,125.66977467548676
1149,2022-04-11,TALOMO (POB.),Physical Injury,4,7.255174518728272,125.5870515933742
1150,2021-01-14,BUHANGIN (POB.),Assault,4,7.260188260287941,125.43938639160146
1151,2021-11-27,"TOMAS MONTEVERDE, SR. (BRGY IS NOW UNDER PS 18, DCPO)",Vandalism,1,7.21250889301451,125.49290751333156
1152,2021-11-19,SASA,Online Scam,4,7.251103998509102,125.46053848447575
1153,2023-09-28,BARANGAY 38-D (OB.),Illegal Drugs,5,7.209241438500785,125.67264794931506
1154,2023-07-27,"MAA (BRGY IS NOW UNDER ps 16, DCPO)",Homicide,4,7.20404223152809,125.62812002018624
1155,2021-09-18,WINES,Cyberbullying,2,7.185583413464555,125.602919510673
1156,2024-05-26,"BARANGAY 20-B (BRGY IS NOW UNDER PS 18, DCPO)",Identity Theft,5,7.225814991867292,125.49028989588949
1157,2024-06-27,COMMUNAL,Identity Theft,4,7.047581531587922,125.45521343161506
1158,2021-10-10,BARANGAY 5-A (POB.),Carnapping,5,7.264261227759678,125.62693532639668
1159,2024-02-18,TUNGKALAN,Murder,2,7.261553058323569,125.54224738376372
1160,2021-06-15,BARANGAY 26-C,Robbery,5,7.008774184910368,125.4677368656452
1161,2023-03-14,MAPI-ILA,Online Scam,1,7.247745025169428,125.58498659344959
1162,2022-04-04,LACSON,Phishing,4,7.038660960242034,125.41210015564154
1163,2024-02-26,LACSON,Theft,1,7.100535656277742,125.49785107623848
1164,2021-01-13,"CENTRO (SAN JUAN) (BRGY IS NOW UNDER PS 18, DCPO)",Assault,3,7.223052476887482,125.54056709837735
1165,2021-03-04,BARANGAY 18-B,Vandalism,1,7.048227968814492,125.44438750023282
1166,2023-03-17,NEW VALENCIA,Robbery,3,7.2453901072357185,125.69539634327725
1167,2020-03-07,BUDA,Carnapping,1,7.249640253387322,125.46272920937689
1168,2023-05-10,BAGUIO PROPER,Cyberbullying,3,7.152240320128251,125.43910593901299
1169,2024-04-16,BARANGAY 37-D,Vandalism,3,7.0019157615150505,125.46106046216607
1170,2021-11-22,"ANGALAN (BRGY IS NOW UNDER PS 20, DCPO)",Vandalism,1,7.086111439952473,125.63071833994792
1171,2024-04-01,SUBASTA,Murder,2,7.185078075512722,125.52765169778155
1172,2022-12-23,"BARANGAY 19-B (POB.) (BRGY UNDER ps 14, DCPO)",Murder,2,7.294355853408227,125.56962478192577
1173,2021-06-18,"BARANGAY 10-A (BRGY UNDER ps 14, DCPO)",Homicide,3,7.1895440581050005,125.4063027470959
1174,2021-12-12,BAGANIHAN,Phishing,2,7.077941074319248,125.410329392572
1175,2022-06-18,PANALUM,Theft,1,7.190201710929883,125.53374766494811
1176,2023-04-26,WANGAN,Cyber Fraud,3,7.1619956139147565,125.6449965729605
1177,2023-05-01,TAMBOBONG,Illegal Drugs,3,7.233953618545343,125.66557166361227
1178,2022-10-29,TACUNAN,Hacking,5,7.0320941916480875,125.4260119702787
1179,2024-12-20,CAWAYAN,Hacking,5,7.228308370750608,125.56150893063031
1180,2022-04-15,MINTAL,Carnapping,2,7.162379973602833,125.67396890588378
1181,2020-11-17,MAPI-ILA,Phishing,3,7.288897601157698,125.51639182631936
1182,2021-05-29,"BARANGAY 19-B (POB.) (BRGY UNDER ps 14, DCPO)",Assault,4,7.102561649811606,125.64886974942851
1183,2023-10-28,TALOMO (POB.),Online Scam,4,7.1897865679401844,125.44010869631984
1184,2022-01-23,TALOMO (POB.),Identity Theft,1,7.279608431653005,125.68061834690035
1185,2024-02-28,BAYABAS,Online Scam,5,7.030752918397204,125.62542699525939
1186,2021-09-11,BAGUIO PROPER,Cyberbullying,5,7.281168546170935,125.68240031783607
1187,2024-08-11,SASA,Phishing,5,7.206365716690244,125.60298517006575
1188,2023-04-28,BARANGAY 18-B,Carnapping,1,7.020351117731551,125.50902117959983
1189,2022-10-26,"ANGALAN (BRGY IS NOW UNDER PS 20, DCPO)",Online Scam,3,7.090289070084045,125.68145435175742
1190,2022-07-09,MALAGOS,Robbery,2,7.212451626593585,125.48267003289276
1191,2020-02-13,SALUMAY,Physical Injury,3,7.020205180440631,125.49965175661852
1192,2022-07-08,"MAA (BRGY IS NOW UNDER ps 16, DCPO)",Homicide,1,7.174651138052882,125.61024252540052
1193,2022-05-04,"MATINA CROSSING (BRGY IS NOW UNDER PS 15, DCPO)",Phishing,5,7.103764917085887,125.62959488985761
1194,2024-01-06,FATIMA (BENOWANG),Vandalism,1,7.186274655330243,125.67882104515475
1195,2020-07-30,"ANGALAN (BRGY IS NOW UNDER PS 20, DCPO)",Cyber Fraud,4,7.013722610143754,125.46144072271687
1196,2021-11-21,TAMAYONG,Assault,2,7.261461041845712,125.63939941056577
1197,2022-09-29,BARANGAY 37-D,Online Scam,3,7.292046690753219,125.62156381601909
1198,2021-08-07,TALOMO RIVER,Assault,4,7.290663356585707,125.41913836687608
1199,2024-02-02,TAPAK,Phishing,5,7.224895549522877,125.51616694236307
1200,2022-03-18,"CATIGAN (BRGY IS NOW UNDER ps 19, DCPO)",Vandalism,3,7.03902587203919,125.48482963711804
1201,2024-05-14,SALAPAWAN,Assault,1,7.227478958778707,125.49134712730621
1202,2020-01-17,"TIBULOY (BRGY IS NOW UNDER PS 19, DCPO)",Illegal Drugs,2,7.007376074937641,125.69488406386641
1203,2020-02-11,FATIMA (BENOWANG),Assault,5,7.006637065458699,125.59283322404399
1204,2024-10-25,LAMANAN,Online Scam,3,7.0970830657448625,125.61530284733806
1205,2023-07-21,TIGATTO,Illegal Drugs,2,7.1465929571214,125.6929852911945
1206,2023-03-20,BARANGAY 5-A (POB.),Vandalism,3,7.231122225342338,125.5131605347373
1207,2024-07-06,MALABOG,Homicide,5,7.204988612981952,125.64055205053585
1208,2024-03-28,"MATINA APLAYA (BRGY UNDER PS 15, DCPO)",Online Scam,5,7.133770811913024,125.53035928899135
1209,2022-05-06,MARILOG,Robbery,5,7.0820879998845,125.6608601015445
1210,2023-11-22,SASA,Identity Theft,4,7.299137350047313,125.4541972623934
1211,2020-03-19,SALAPAWAN,Cyberbullying,5,7.127854390670792,125.68430585311928
1212,2020-06-30,BAYABAS,Homicide,4,7.135416107298902,125.46563151252327
1213,2023-04-12,VICENTE HIZON SR.,Identity Theft,3,7.0490871463575,125.49786615209429
1214,2022-01-30,"PACIANO BANGOY (BRGY IS NOW UNDER PS 18, DCPO)",Illegal Drugs,2,7.238442864624979,125.62685767023204
1215,2021-05-15,BARANGAY 13-B,Robbery,4,7.208104667734446,125.51812654246963
1216,2022-04-20,"BALIOK (BRGY IS NOW UNDER PS 17, DCPO)",Online Scam,2,7.066230883836628,125.58246341302994
1217,2024-05-11,CALINAN (POB.),Physical Injury,5,7.024714313684753,125.53337205032084
1218,2020-03-04,RIVERSIDE,Physical Injury,1,7.204149790622414,125.62271098112694
1219,2023-07-08,TIGATTO,Murder,4,7.196353364284341,125.46849937571059
1220,2020-09-10,"MANDUG (BRGY UNDER PS 13, DCPO)",Cyber Fraud,5,7.081977858099463,125.41753739617107
1221,2022-06-16,WANGAN,Hacking,3,7.285259068675123,125.48997881924193
1222,2021-01-01,"ANGALAN (BRGY IS NOW UNDER PS 20, DCPO)",Assault,3,7.04531736753427,125.54229259946054
1223,2023-01-17,BARANGAY 18-B,Theft,4,7.129700440312781,125.4504060156578
1224,2021-10-23,BARANGAY 27-C,Murder,4,7.28308477605028,125.50643918689693
1225,2021-03-08,SAN ISIDRO,Homicide,1,7.125918195077837,125.51999490548808
1226,2020-06-12,"DUMOY (BRGY IS NOW UNDER PS 17, DCPO)",Cyber Fraud,5,7.191557784299226,125.41721755310648
1227,2020-05-18,MALAGOS,Hacking,3,7.1192783193888385,125.57499217445526
1228,2024-07-25,BANGKAS HEIGHTS,Identity Theft,1,7.082264560704601,125.66530302839139
1229,2022-06-10,"MATINA APLAYA (BRGY UNDER PS 15, DCPO)",Illegal Drugs,2,7.295193294387948,125.44552287388592
1230,2024-04-21,"TIBULOY (BRGY IS NOW UNDER PS 19, DCPO)",Assault,1,7.1228002018945125,125.57934240402045
1231,2022-12-27,CALINAN (POB.),Assault,3,7.26822976110374,125.59942176147325
1232,2024-12-08,BARANGAY 13-B,Robbery,3,7.068986381767326,125.52580040412579
1233,2022-07-06,CATALUNAN GRANDE,Robbery,2,7.063931411207525,125.61032927620928
1234,2023-04-26,SALAYSAY,Phishing,2,7.009340224865354,125.52321946304731
1235,2023-09-16,TALOMO RIVER,Cyber Fraud,3,7.195500047612765,125.55139118639323
1236,2020-11-24,76-A (BUCANA),Vandalism,2,7.110557903117129,125.40220591336633
1237,2022-01-31,LIZADA,Robbery,5,7.259307474951891,125.6075160342404
1238,2022-01-20,GUMITAN,Cyber Fraud,2,7.141962972007467,125.59840280368343
1239,2021-06-24,LASANG,Homicide,2,7.290458028374417,125.41152026319791
1240,2022-04-29,PAQUIBATO (POB.),Assault,5,7.055657654710936,125.51047503221855
1241,2024-06-21,MABUHAY,Illegal Drugs,1,7.260586950386683,125.69370955223751
1242,2020-12-21,WINES,Identity Theft,1,7.232979055837522,125.52622096877059
1243,2023-05-22,TUGBOK (POB.),Identity Theft,5,7.231276553393215,125.55058362153956
1244,2021-10-31,"LAPU-LAPU(BRGY IS NOW UNDER PS 18, DCPO)",Online Scam,5,7.253434968435066,125.67297904744792
1245,2024-06-05,BUDA,Assault,4,7.228307197282899,125.61517856275972
1246,2020-04-26,BUDA,Assault,2,7.187866096489424,125.57462103933727
1247,2023-03-20,SASA,Hacking,4,7.039373463304717,125.63934140440233
1248,2021-10-05,SALOY,Online Scam,1,7.0097578538473755,125.6593098799368
1249,2024-02-20,CATALUNAN GRANDE,Cyber Fraud,2,7.276254354344706,125.53706642152119
1250,2021-08-30,MAGSAYSAY,Assault,4,7.184995094356221,125.54253250947956
